name,mmsi,imoNumber,callSign,cargo,vesselType,COG,heading,navStatus,SOG,timeOfFix,length,beam,latitude,longitude,datePulled
Delta Billie,367401030,9562207,WDE8059,0-AllShips,31-Towing,153.7,6,0-Underway(Engine),0,1738655137,30,12,33.73976,-118.278178,2025-02-04T07:45:46Z
Lillian Foss,368010330,0,WDJ7811,0-AllShips,52-Tug,172,65,5-Moored,0,1738655026,28,10,33.770698,-118.212533,2025-02-04T07:45:46Z
Black Dog,338478491,0,BLACDOG,0-AllShips,37-Pleasure,-1,72,15-NotDefined,0.1,1738655051,14,4,33.847285,-118.396888,2025-02-04T07:45:46Z
Mother Ship,338099733,0,,0-AllShips,37-Pleasure,-1,35,15-NotDefined,0.1,1738655060,14,4,33.845297,-118.396292,2025-02-04T07:45:46Z
Oschmit,338202329,0,,0-AllShips,37-Pleasure,14.8,-1,15-NotDefined,0,1738654891,14,4,33.720847,-118.061503,2025-02-04T07:45:46Z
Denverreds,338427565,0,,0-AllShips,37-Pleasure,-1,237.1,15-NotDefined,0,1738655004,7,3,34.404207,-119.690152,2025-02-04T07:45:46Z
Galadriel,367642960,0,WDH6924,0-AllShips,36-Sailing,33.4,330.7,15-NotDefined,0,1738654858,14,5,33.460042,-117.697563,2025-02-04T07:45:46Z
Med Viking Ii,368285510,0,WDN4929,0-AllShips,36-Sailing,-1,286.4,15-NotDefined,0,1738655111,15,5,33.718672,-118.276802,2025-02-04T07:45:46Z
Something Special,388161873,0,,0-AllShips,30-Fishing,-1,-1,15-NotDefined,0.5,1738655038,20,6,33.76138,-118.196065,2025-02-04T07:45:46Z
Jaws,338310827,0,,0-AllShips,37-Pleasure,66.9,131.9,15-NotDefined,0,1738654237,16,4,33.721732,-118.070027,2025-02-04T07:45:46Z
Dolly,338369901,0,,0-AllShips,37-Pleasure,-1,201,15-NotDefined,0,1738654899,18,6,33.607608,-117.916643,2025-02-04T07:45:46Z
Hattenuff,368011010,0,WDJ7882,0-AllShips,37-Pleasure,15.2,118.6,15-NotDefined,0,1738655056,15,5,33.719087,-118.279562,2025-02-04T07:45:46Z
Charisma,338206665,0,,0-AllShips,37-Pleasure,335.3,19.2,15-NotDefined,0,1738655138,13,4,33.60305,-117.88822,2025-02-04T07:45:46Z
Mirabella,338312034,0,,0-AllShips,37-Pleasure,0,0,15-NotDefined,0,1738654805,12,5,33.9731,-118.45005,2025-02-04T07:45:46Z
Cash Money,338481524,0,,0-AllShips,37-Pleasure,-1,269.3,15-NotDefined,0,1738655078,20,4,33.972867,-118.45476,2025-02-04T07:45:46Z
Nyk Demeter,353025000,9337664,3ENV5,0-AllShips,7-Cargo,101.8,199,5-Moored,0,1738655112,294,32,33.763707,-118.272235,2025-02-04T07:45:46Z
Fantasea One,367404860,0,WCZ2107,9-NoInfo,6-Passenger,-1,273.9,0-Underway(Engine),0,1738655130,27,10,33.983292,-118.455932,2025-02-04T07:45:46Z
Mare'zia,338100018,0,,0-AllShips,37-Pleasure,276.9,263,15-NotDefined,0,1738655102,4,1,33.848647,-118.399397,2025-02-04T07:45:46Z
Kalani Kai,338376315,0,,0-AllShips,37-Pleasure,-1,237.6,15-NotDefined,0,1738654986,9,3,33.728335,-118.077832,2025-02-04T07:45:46Z
Sol Mar,338427761,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738655119,16,6,33.762623,-118.117447,2025-02-04T07:45:46Z
Imagine,367644720,0,WDH7092,0-AllShips,36-Sailing,195.8,158.7,15-NotDefined,0,1738655046,14,4,33.97709,-118.45096,2025-02-04T07:45:46Z
Ym Ubiquity,416467000,9462706,BLHM,4-HazCatOS,7-Cargo,105.9,104,0-Underway(Engine),9.9,1738655135,333,43,34.399833,-120.824667,2025-02-04T07:45:46Z
True Grit,338207261,0,,0-AllShips,37-Pleasure,-1,336.9,15-NotDefined,0,1738654977,13,5,33.723462,-118.063065,2025-02-04T07:45:46Z
Saint George,338428995,0,,0-AllShips,37-Pleasure,-1,162.3,15-NotDefined,0.1,1738655140,10,3,33.845603,-118.396837,2025-02-04T07:45:46Z
Teresa Brusco,368019930,0,WDJ8801,0-AllShips,52-Tug,288.4,274,0-Underway(Engine),0,1738655138,24,10,34.14786,-119.203043,2025-02-04T07:45:46Z
Blue Horizon,368289820,0,WDN5411,0-AllShips,36-Sailing,158.9,-1,15-NotDefined,0,1738654756,17,7,33.978703,-118.449547,2025-02-04T07:45:46Z
Ios,338313036,0,,0-AllShips,37-Pleasure,49,292,15-NotDefined,0,1738654412,20,4,33.61584,-117.917063,2025-02-04T07:45:46Z
Florian,338485162,0,FLORIAN,0-AllShips,37-Pleasure,23.3,262,15-NotDefined,0,1738654425,13,5,34.245278,-119.26481,2025-02-04T07:45:46Z
Lb Pilot Polaris 3,368159190,0,WDL7326,9-NoInfo,0-Unknown,115.5,305,0-Underway(Engine),0.1,1738655140,21,6,33.725293,-118.192362,2025-02-04T07:45:46Z
Pegasus,368291930,0,,0-AllShips,37-Pleasure,-1,269,15-NotDefined,0,1738654804,12,4,33.615683,-117.902373,2025-02-04T07:45:46Z
Islander,338102076,0,,0-AllShips,37-Pleasure,241,309.7,15-NotDefined,0,1738654864,12,4,34.174713,-119.228975,2025-02-04T07:45:46Z
Veer West,338314424,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738655078,11,4,33.727055,-118.075258,2025-02-04T07:45:46Z
Grand Choice,357247000,9169316,3FDW9,0-AllShips,7-Cargo,62.5,313,1-AtAnchor,0.1,1738654979,179,33,34.098303,-119.180985,2025-02-04T07:45:46Z
Lucy Foss,367408930,1219510,WDE8734,0-AllShips,53-Tender,286.7,55,5-Moored,0,1738655143,20,7,33.907587,-118.447505,2025-02-04T07:45:46Z
Emery Zidell,367646810,9767924,WDH7301,9-NoInfo,9-Other,298.2,299,0-Underway(Engine),8,1738655127,148,24,34.045003,-119.183413,2025-02-04T07:45:46Z
Fishaholic,338208108,0,,0-AllShips,37-Pleasure,208.6,-1,15-NotDefined,0,1738655118,12,4,33.459993,-117.695185,2025-02-04T07:45:46Z
Anejo,338380021,0,,0-AllShips,37-Pleasure,-1,216,15-NotDefined,0,1738654831,15,6,33.610163,-117.925122,2025-02-04T07:45:46Z
Seaglass,338429064,0,,0-AllShips,37-Pleasure,-1,309.1,15-NotDefined,0,1738655077,10,4,33.61563,-117.91647,2025-02-04T07:45:46Z
Sea Rover,338488092,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654937,13,4,33.761932,-118.182798,2025-02-04T07:45:46Z
Crystal Sea,367033480,0,WDC4959,0-AllShips,30-Fishing,186.8,174.9,15-NotDefined,0,1738655072,20,6,33.737805,-118.265927,2025-02-04T07:45:46Z
Glovis Crown,440906000,9706994,D7LK,0-AllShips,7-Cargo,118.5,119,0-Underway(Engine),10.9,1738655138,200,32,33.636228,-118.417702,2025-02-04T07:45:46Z
Vilhelmina,338102124,0,000000,0-AllShips,37-Pleasure,0,312.5,15-NotDefined,0,1738654835,13,4,33.460062,-117.693645,2025-02-04T07:45:46Z
Milan,338384148,0,,0-AllShips,37-Pleasure,-1,213.9,15-NotDefined,0,1738655007,6,3,34.405905,-119.690005,2025-02-04T07:45:46Z
Some Tuesday,368021110,0,WDJ8919,0-AllShips,36-Sailing,178.7,178.7,15-NotDefined,0,1738655009,15,8,33.761433,-118.192287,2025-02-04T07:45:46Z
Second Kiss,368300680,0,WDN6605,0-AllShips,36-Sailing,234.8,11,15-NotDefined,0,1738655055,14,4,33.75765,-118.186478,2025-02-04T07:45:46Z
Kap Dan Du,338316876,0,WDL5113,0-AllShips,37-Pleasure,82.1,220.1,15-NotDefined,0,1738654749,0,0,33.45874,-117.694747,2025-02-04T07:45:46Z
Don Juan,366328490,0,WRB6521,0-AllShips,37-Pleasure,220.1,300.5,15-NotDefined,0,1738654955,0,0,33.61432,-117.91344,2025-02-04T07:45:46Z
Traveler,367417780,0,WDE9485,9-NoInfo,9-Other,232,236.6,5-Moored,0.1,1738654999,19,7,33.980605,-118.45004,2025-02-04T07:45:46Z
S/v Verano,368161930,0,WDL7626,0-AllShips,36-Sailing,22.9,266.7,15-NotDefined,0.1,1738655065,12,3,34.405802,-119.690282,2025-02-04T07:45:46Z
Sea Delight,338107818,0,,0-AllShips,37-Pleasure,237.7,309.8,15-NotDefined,0,1738655012,27,8,33.980623,-118.449028,2025-02-04T07:45:46Z
Dolphin Ii,338208173,0,,0-AllShips,36-Sailing,218.4,140,15-NotDefined,0.1,1738655053,17,5,33.972785,-118.4549,2025-02-04T07:45:46Z
Stinger,338380563,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654972,13,4,33.758053,-118.185987,2025-02-04T07:45:46Z
Too Wild,338429247,0,,0-AllShips,37-Pleasure,224,55.2,15-NotDefined,0,1738654869,12,6,33.726312,-118.074032,2025-02-04T07:45:46Z
Pono,367034960,0,WCB4095,0-AllShips,52-Tug,185.6,60.6,0-Underway(Engine),0,1738655136,23,10,33.767462,-118.217002,2025-02-04T07:45:46Z
John Henry,367647270,8978174,WDH7347,0-AllShips,39-Reserved,273.9,270,0-Underway(Engine),0,1738654736,33,8,34.14873,-119.203473,2025-02-04T07:45:46Z
Quest,338384282,0,,0-AllShips,36-Sailing,-1,140.3,15-NotDefined,0,1738655075,9,3,33.720247,-118.281435,2025-02-04T07:45:46Z
Sweet,338488648,0,,0-AllShips,36-Sailing,132.1,173.2,15-NotDefined,0,1738654835,12,4,34.244183,-119.260657,2025-02-04T07:45:46Z
Lb Pilot Boat  Orion,368024740,0,WDJ9306,0-AllShips,50-Pilot,109.8,145.9,0-Underway(Engine),0,1738655136,21,6,33.74722,-118.215657,2025-02-04T07:45:46Z
Rigolo,368307490,0,WDN7334,0-AllShips,37-Pleasure,-1,182.5,15-NotDefined,0,1738655100,0,0,33.975528,-118.45649,2025-02-04T07:45:46Z
Asian Emperor,441722000,9176632,D7AG,0-AllShips,7-Cargo,294.7,130,5-Moored,0,1738655078,200,32,33.743588,-118.20805,2025-02-04T07:45:46Z
Freewill,338318302,0,,0-AllShips,36-Sailing,-1,90.3,15-NotDefined,0,1738654879,14,5,33.982297,-118.447038,2025-02-04T07:45:46Z
Aquila,366554000,0,WDF8873,9-NoInfo,6-Passenger,307,247,5-Moored,0,1738655018,20,8,33.723833,-118.279667,2025-02-04T07:45:46Z
Jackie C,367421980,0,WCZ4564,0-AllShips,6-Passenger,230.5,230.5,15-NotDefined,0.3,1738654774,30,8,34.37435,-120.16364,2025-02-04T07:45:46Z
Cast-away 8,367647910,0,WDH7415,0-AllShips,37-Pleasure,58.1,58.1,15-NotDefined,0,1738655123,0,0,33.748057,-118.114262,2025-02-04T07:45:46Z
V.a. San Pedro,368165030,0,,0-AllShips,52-Tug,187.4,212,0-Underway(Engine),0,1738655139,10,4,33.723438,-118.280687,2025-02-04T07:45:46Z
Theflyingpenguin,338108205,0,,0-AllShips,36-Sailing,-1,294.2,15-NotDefined,0,1738655013,12,4,34.166393,-119.227002,2025-02-04T07:45:46Z
Life Is Grand,338208224,0,,0-AllShips,37-Pleasure,11,35.2,15-NotDefined,0,1738655098,13,4,33.977237,-118.453447,2025-02-04T07:45:46Z
Quitcherbellyachin,338319871,0,,0-AllShips,37-Pleasure,-1,253.9,15-NotDefined,0,1738654996,18,6,33.721562,-118.280572,2025-02-04T07:45:46Z
Reel Noyes,338382138,0,,0-AllShips,37-Pleasure,-1,175.1,15-NotDefined,0,1738654824,17,5,33.600873,-117.88739,2025-02-04T07:45:46Z
Wild Bill,338430028,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738655048,12,5,33.458083,-117.695797,2025-02-04T07:45:46Z
Kalae,338488891,0,,0-AllShips,36-Sailing,-1,96.3,15-NotDefined,0,1738654997,12,5,33.724375,-118.281457,2025-02-04T07:45:46Z
Sabbatical,368318150,0,WDN8500,0-AllShips,36-Sailing,295.6,303,15-NotDefined,0.1,1738655092,13,4,33.982433,-118.450173,2025-02-04T07:45:46Z
Mamaste,338384947,0,,0-AllShips,36-Sailing,-1,-1,15-NotDefined,0,1738655016,10,4,33.973082,-118.4522,2025-02-04T07:45:46Z
Vision,367041160,0,WSF4969,0-AllShips,34-Diving,231.6,273.1,15-NotDefined,0,1738655088,26,8,34.408137,-119.691718,2025-02-04T07:45:46Z
H R Morris,367421990,0,WCZ5434,0-AllShips,33-Dredging,287.3,298.7,3-ResManoeuvre,0.2,1738655125,0,0,34.159142,-119.231245,2025-02-04T07:45:46Z
Sv Gypsy Wind,368328520,0,WDN9602,0-AllShips,36-Sailing,-1,26.3,15-NotDefined,0,1738655053,12,6,33.721835,-118.281098,2025-02-04T07:45:46Z
Seaspan Chiba,477213800,9492713,VRIM5,0-AllShips,7-Cargo,274.1,90,0-Underway(Engine),0,1738655133,268,35,33.743457,-118.201803,2025-02-04T07:45:46Z
Charisma,338108493,0,,0-AllShips,37-Pleasure,225.4,74.6,15-NotDefined,0,1738654705,12,5,33.61049,-117.895972,2025-02-04T07:45:46Z
Georgia Gayle,338209202,0,GEORGIA,0-AllShips,37-Pleasure,-1,252.5,15-NotDefined,0,1738654984,10,3,33.846425,-118.397092,2025-02-04T07:45:46Z
Swift Responder,366607000,9043938,WDN7364,0-AllShips,7-Cargo,217.2,177,5-Moored,0,1738655132,70,15,34.150687,-119.209908,2025-02-04T07:45:46Z
Foxi Lady,367649040,0,WDH7524,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738655060,23,6,33.459245,-117.693835,2025-02-04T07:45:46Z
Endless Venture,368031490,0,WDK2003,0-AllShips,37-Pleasure,213.5,107.8,5-Moored,0,1738654931,27,7,33.976192,-118.44426,2025-02-04T07:45:46Z
Wilson,338108787,0,,0-AllShips,37-Pleasure,306.9,200.5,15-NotDefined,0,1738654973,11,3,34.404498,-119.691233,2025-02-04T07:45:46Z
Adelante,338320694,0,,0-AllShips,36-Sailing,119.2,119.2,15-NotDefined,0.1,1738654617,20,5,33.9755,-118.449493,2025-02-04T07:45:46Z
Doc Holidays,338430405,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654989,4,8,33.728283,-118.081625,2025-02-04T07:45:46Z
Windwalker,338489635,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738655131,15,6,33.844895,-118.396295,2025-02-04T07:45:46Z
V.a.point Fermin,368165820,0,WDL8036,0-AllShips,50-Pilot,225,329.7,5-Moored,0,1738654989,10,4,33.723407,-118.28053,2025-02-04T07:45:46Z
Layline,338385704,0,,0-AllShips,37-Pleasure,319.9,286.5,15-NotDefined,0,1738654615,12,4,33.460133,-117.694403,2025-02-04T07:45:46Z
Ranger 85,367044250,0,WDC5643,0-AllShips,6-Passenger,-1,194.5,0-Underway(Engine),0,1738654851,0,0,34.24015,-119.261947,2025-02-04T07:45:46Z
Catalyst,368330530,0,WDN9817,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738655080,13,7,33.972238,-118.454212,2025-02-04T07:45:46Z
Telesto,338209606,0,TELESTO,0-AllShips,37-Pleasure,209.8,353.1,15-NotDefined,0,1738654731,10,4,33.725298,-118.076032,2025-02-04T07:45:46Z
Kujira,338430481,0,,0-AllShips,37-Pleasure,296.3,203.3,15-NotDefined,0,1738654758,5,17,34.244362,-119.262693,2025-02-04T07:45:46Z
Solstice,367423620,0,WDE9989,0-AllShips,37-Pleasure,73.2,262.2,15-NotDefined,0.1,1738654990,14,4,33.848147,-118.396528,2025-02-04T07:45:46Z
Shanti,367650950,0,WDH7719,0-AllShips,36-Sailing,138.2,242.7,15-NotDefined,0,1738655023,14,4,34.243778,-119.261615,2025-02-04T07:45:46Z
Tt Amore,368032910,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654749,23,6,33.61198,-117.901195,2025-02-04T07:45:46Z
Cosco Portugal,477271400,9516466,VRNI6,1-HazCatX,7-Cargo,294,359,5-Moored,0,1738655036,366,52,33.757473,-118.214143,2025-02-04T07:45:46Z
Reel-lated,338109326,0,000000,0-AllShips,37-Pleasure,209.3,47.4,15-NotDefined,0,1738655136,13,5,33.98147,-118.44907,2025-02-04T07:45:46Z
Windfall,338321229,0,,0-AllShips,36-Sailing,273.5,339,15-NotDefined,0,1738654563,14,6,34.174187,-119.228323,2025-02-04T07:45:46Z
Wepa!!!,338385737,0,,0-AllShips,37-Pleasure,260.1,260,15-NotDefined,0,1738654829,10,4,33.751282,-118.11034,2025-02-04T07:45:46Z
Lil' Fella,338489894,0,,0-AllShips,37-Pleasure,320.7,333.1,15-NotDefined,0.2,1738655020,0,0,33.610033,-117.92498,2025-02-04T07:45:46Z
Cape Isabel,366734000,7390129,KLHR,0-AllShips,7-Cargo,0,11,5-Moored,0,1738655020,209,32,33.744072,-118.226672,2025-02-04T07:45:46Z
Pilot Boat Banning,367044560,0,WCT8646,0-AllShips,50-Pilot,246.4,291.8,15-NotDefined,0,1738655139,13,4,33.762813,-118.265632,2025-02-04T07:45:46Z
Barca Noastra,368037690,0,WDK2665,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654527,14,4,33.612493,-117.913988,2025-02-04T07:45:46Z
Life Aquatic,368166370,0,WDL8099,0-AllShips,37-Pleasure,279.4,294.6,15-NotDefined,0,1738654581,25,6,34.174017,-119.228385,2025-02-04T07:45:46Z
Aurora,338210797,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0.1,1738655036,16,4,34.406905,-119.689278,2025-02-04T07:45:46Z
Tiddly,368332560,0,WDP2033,0-AllShips,37-Pleasure,231.7,277,15-NotDefined,0,1738654929,16,6,33.609148,-117.917217,2025-02-04T07:45:46Z
,211002010,0,,9-NoInfo,0-Unknown,33.5,145.6,15-NotDefined,0,1738655081,0,0,34.40716,-119.691638,2025-02-04T07:45:46Z
Package Deal,338321715,0,,0-AllShips,37-Pleasure,-1,206,15-NotDefined,0,1738654739,10,4,33.726993,-118.075793,2025-02-04T07:45:46Z
Four Reels,338430676,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0.1,1738655126,15,5,33.758217,-118.184793,2025-02-04T07:45:46Z
Cub,367424810,0,WCZ5656,0-AllShips,52-Tug,292.7,176,15-NotDefined,0.2,1738654537,18,8,34.158988,-119.231312,2025-02-04T07:45:46Z
Pacific Star,367655170,0,WDH8150,0-AllShips,34-Diving,296.4,308.8,15-NotDefined,0.1,1738655070,22,8,33.723812,-118.280827,2025-02-04T07:45:46Z
Tavish B.,368048380,0,WDK3754,0-AllShips,37-Pleasure,318.2,55.9,15-NotDefined,0,1738655143,12,4,33.75134,-118.110217,2025-02-04T07:45:46Z
Miss Dominica,368167190,0,,0-AllShips,30-Fishing,262.6,349,15-NotDefined,0,1738654993,11,3,34.244472,-119.264848,2025-02-04T07:45:46Z
On Location,338115483,0,ON LOCA,0-AllShips,37-Pleasure,234.2,261.4,15-NotDefined,0,1738654980,0,0,34.1672,-119.22416,2025-02-04T07:45:46Z
Quackers,338387252,0,,9-NoInfo,9-Other,-1,190.3,15-NotDefined,0,1738655138,0,0,33.982477,-118.45044,2025-02-04T07:45:46Z
Soggy Dollar,338489967,0,,0-AllShips,37-Pleasure,146.2,108.5,15-NotDefined,0,1738654837,11,4,33.609605,-117.896712,2025-02-04T07:45:46Z
Seaspan Bravo,477271900,9685322,VRNJ2,2-HazCatY,7-Cargo,70.8,37,5-Moored,0,1738655046,337,48,33.757528,-118.260005,2025-02-04T07:45:46Z
Palladio,338321972,0,,0-AllShips,37-Pleasure,106.2,164.7,15-NotDefined,0.1,1738654899,11,4,33.611783,-117.928177,2025-02-04T07:45:46Z
Rescue Boat 126,366745450,0,,0-AllShips,37-Pleasure,-1,278.1,15-NotDefined,0,1738654991,8,4,33.758395,-118.183868,2025-02-04T07:45:46Z
Cleo_j_brusco,367071960,0,WDC7480,0-AllShips,52-Tug,-1,126.3,0-Underway(Engine),0,1738655136,25,9,34.147683,-119.20268,2025-02-04T07:45:46Z
Mastiha,368167980,0,,0-AllShips,36-Sailing,17.8,142.9,15-NotDefined,0,1738654912,16,5,33.459722,-117.7018,2025-02-04T07:45:46Z
Flying Fish,368334180,0,WDP2210,0-AllShips,30-Fishing,-1,-1,15-NotDefined,0,1738655003,11,5,33.722763,-118.279545,2025-02-04T07:45:46Z
Grete Maersk,220397000,9302889,OYCY2,0-AllShips,7-Cargo,155.1,251,5-Moored,0,1738655051,367,42,33.732653,-118.246182,2025-02-04T07:45:46Z
Rapallo,338116397,0,,0-AllShips,37-Pleasure,294.8,17.8,15-NotDefined,0,1738654841,0,0,33.61086,-117.923772,2025-02-04T07:45:46Z
Mojito,338210835,0,,0-AllShips,36-Sailing,217.2,172.9,15-NotDefined,0,1738654976,12,6,33.97534,-118.454832,2025-02-04T07:45:46Z
Tugquila,338431354,0,,0-AllShips,37-Pleasure,-1,229,15-NotDefined,0,1738655143,9,4,34.404627,-119.691367,2025-02-04T07:45:46Z
Karma,338490342,0,KARMA,0-AllShips,36-Sailing,312.6,83.7,15-NotDefined,0,1738654808,13,4,34.243825,-119.261872,2025-02-04T07:45:46Z
Sea Venture,367657060,0,WDH8347,0-AllShips,30-Fishing,14.8,309.6,15-NotDefined,0.1,1738655124,22,7,33.730903,-118.277398,2025-02-04T07:45:46Z
Innamorata,368049880,0,WDK3905,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654843,72,18,33.614672,-117.91414,2025-02-04T07:45:46Z
Lady Liberty,338323728,0,,0-AllShips,37-Pleasure,-1,342.8,15-NotDefined,0,1738654973,11,3,34.404548,-119.689988,2025-02-04T07:45:46Z
Magna Carta,367427670,0,WDF2350,0-AllShips,37-Pleasure,131.8,45.4,0-Underway(Engine),0,1738655143,21,12,33.610682,-117.925775,2025-02-04T07:45:46Z
Baywatch17,338118971,0,,0-AllShips,50-Pilot,85.3,253.2,15-NotDefined,0.2,1738655139,10,4,33.846998,-118.398523,2025-02-04T07:45:46Z
The Essie,338388274,0,,0-AllShips,37-Pleasure,166,-1,15-NotDefined,0,1738655140,12,3,33.719303,-118.277613,2025-02-04T07:45:46Z
Tonina,338491008,0,,0-AllShips,37-Pleasure,318.3,227,15-NotDefined,0,1738655134,0,0,33.74884,-118.11381,2025-02-04T07:45:46Z
It's All Good,368167990,0,WDL8279,0-AllShips,37-Pleasure,40.5,139,15-NotDefined,0,1738654485,14,5,33.621895,-117.89485,2025-02-04T07:45:46Z
Takin' 5,368336270,0,WDP2436,0-AllShips,37-Pleasure,323.6,1,15-NotDefined,0,1738655076,9,3,34.173465,-119.227073,2025-02-04T07:45:46Z
Ym Wholesome,477524700,9704611,VROO4,4-HazCatOS,7-Cargo,202.1,91,5-Moored,0,1738655095,368,51,33.743515,-118.194663,2025-02-04T07:45:46Z
Charly,227773360,0,FGF9550,0-AllShips,36-Sailing,61.6,291,15-NotDefined,0.1,1738655015,13,8,33.716545,-118.281508,2025-02-04T07:45:46Z
Robin's Nest,338211221,0,,0-AllShips,37-Pleasure,-1,170.1,15-NotDefined,0,1738655066,20,4,33.981865,-118.449575,2025-02-04T07:45:46Z
Second Wind,338431726,0,,0-AllShips,37-Pleasure,185.9,180,15-NotDefined,0,1738654963,10,3,33.981637,-118.444647,2025-02-04T07:45:46Z
Rescue Boat 128,366745470,0,,0-AllShips,37-Pleasure,-1,82.1,15-NotDefined,0,1738654483,8,4,33.750747,-118.113492,2025-02-04T07:45:46Z
Knox T,367104040,0,WDC9569,9-NoInfo,0-Unknown,348.5,347,15-NotDefined,7.1,1738655135,32,6,33.728638,-118.27135,2025-02-04T07:45:46Z
Ruby D'eau,367657140,0,WDH8355,0-AllShips,36-Sailing,80.6,91.4,15-NotDefined,0.1,1738654563,17,5,33.972618,-118.455432,2025-02-04T07:45:46Z
Gentleman,368052510,0,WDK4166,0-AllShips,6-Passenger,200.9,9.5,15-NotDefined,0,1738655042,8,4,34.16363,-119.223107,2025-02-04T07:45:46Z
10 By 10,338324023,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738655131,0,0,33.615195,-117.902425,2025-02-04T07:45:46Z
Sundowner,367431910,0,WDF2788,0-AllShips,30-Fishing,42.9,308.4,15-NotDefined,0,1738655120,0,2,34.404015,-119.69209,2025-02-04T07:45:46Z
Warrior 2,367660690,0,WDH8707,0-AllShips,37-Pleasure,151.2,359.8,15-NotDefined,0,1738655018,15,5,34.174232,-119.228392,2025-02-04T07:45:46Z
Serena,368168350,0,WDL8318,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654217,16,4,33.613727,-117.92295,2025-02-04T07:45:46Z
Rosewood,368338520,0,WDP2673,0-AllShips,36-Sailing,-1,-1,15-NotDefined,0,1738654971,18,5,33.973783,-118.449528,2025-02-04T07:45:46Z
Giant Stride,338390164,0,,0-AllShips,34-Diving,-1,239,15-NotDefined,0,1738655046,13,4,33.724905,-118.280207,2025-02-04T07:45:46Z
Hydrotherapy,338431937,0,,0-AllShips,37-Pleasure,-1,356.1,15-NotDefined,0,1738654832,0,0,34.181932,-119.233232,2025-02-04T07:45:46Z
Sea Patron,368056830,0,WDK4600,0-AllShips,37-Pleasure,229.7,269.7,15-NotDefined,0,1738654840,0,0,33.618283,-117.927653,2025-02-04T07:45:46Z
Neptune Island,477732300,9544140,VRUH3,0-AllShips,7-Cargo,234.4,130,5-Moored,0.1,1738654974,185,31,33.745718,-118.211157,2025-02-04T07:45:46Z
Cma Cgm Rigoletto,228354600,9299654,FMHR,1-HazCatX,7-Cargo,279,251,5-Moored,0,1738655052,349,43,33.7319,-118.257083,2025-02-04T07:45:46Z
Aurelia,338119263,0,WYB3011,0-AllShips,37-Pleasure,30.2,206.7,15-NotDefined,0.2,1738655109,12,4,34.249793,-119.26392,2025-02-04T07:45:46Z
Plans Change,338213723,0,,0-AllShips,37-Pleasure,337.3,337,15-NotDefined,0,1738655097,15,5,33.750892,-118.112693,2025-02-04T07:45:46Z
Susie Q,338326628,0,,0-AllShips,37-Pleasure,308.7,308.7,15-NotDefined,0.1,1738654893,19,5,33.74892,-118.11418,2025-02-04T07:45:46Z
Namaste,338491029,0,,0-AllShips,36-Sailing,179.6,172.9,15-NotDefined,0,1738655129,12,4,34.24461,-119.26084,2025-02-04T07:45:46Z
Leader,366760650,9188568,WCY8495,0-AllShips,52-Tug,156.8,160,0-Underway(Engine),5.8,1738655143,30,10,33.74219,-118.205485,2025-02-04T07:45:46Z
Sevillana,367663080,0,WDH8944,0-AllShips,36-Sailing,344,192.3,15-NotDefined,0,1738654703,13,4,34.246427,-119.26203,2025-02-04T07:45:46Z
Madeline B Hamilton,368171260,0,WDL8617,0-AllShips,52-Tug,255.8,334,12-Reserved,0.3,1738655134,18,8,33.733717,-118.161243,2025-02-04T07:45:46Z
Grey Dawn,338432757,0,,0-AllShips,37-Pleasure,-1,-1,15-NotDefined,0,1738654949,13,4,33.72419,-118.281518,2025-02-04T07:45:46Z
Ryan T,367104050,8982591,WDC9570,0-AllShips,6-Passenger,16.9,16.9,0-Underway(Engine),0.3,1738655143,31,8,34.3893,-120.116758,2025-02-04T07:45:46Z
Imagine,367450790,0,WDF4347,0-AllShips,37-Pleasure,355.2,65.2,15-NotDefined,0,1738655021,17,5,33.609017,-117.920013,2025-02-04T07:45:46Z
Slow Poke,368340590,0,WDP2914,0-AllShips,37-Pleasure,216.3,63,5-Moored,0,1738655056,25,7,33.61818,-117.927573,2025-02-04T07:45:46Z
Botany Bay,338120363,0,,0-AllShips,36-Sailing,-1,-1,5-Moored,0,1738655039,17,5,33.847063,-118.397307,2025-02-04T07:45:46Z
Skeeter 2,338491282,0,,0-AllShips,37-Pleasure,-1,134.1,15-NotDefined,0,1738654874,16,4,34.406468,-119.68958,2025-02-04T07:45:46Z
